alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.issue_1200.Issue1298.test_for_issue,brittle,com.alibaba.json.bvt.TimestampTest.test_0,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.bug.Bug_for_issue_447.test_for_issue,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.bug.Bug_for_issue_447.test_for_issue,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.issue_1400.Issue1493.test_for_issue,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.issue_1600.Issue1660.test_for_issue,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.joda.JodaTest_0.test_for_issue,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.joda.JodaTest_0.test_for_issue_2,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.parser.array.BeanToArrayTest_date.test_date,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.parser.array.BeanToArrayTest_date.test_date2,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.parser.array.BeanToArrayTest_date.test_date2_reader,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.parser.array.BeanToArrayTest_date.test_date_null,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.parser.array.BeanToArrayTest_date.test_date_null_reader,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.parser.array.BeanToArrayTest_date.test_date_reader,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.parser.deser.date.DateParseTest10.test_date,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.parser.deser.date.DateParseTest6.test_date,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.parser.deser.date.DateTest.test,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.parser.deser.date.DateTest.test_reader,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.serializer.date.DateTest_ISO8601_TimeZone.test_date1,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.serializer.date.DateTest_ISO8601_TimeZone.test_date2,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.serializer.date.DateTest_ISO8601_TimeZone.test_date3,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_7,brittle,com.alibaba.json.bvt.serializer.JSONSerializerTest3.test_0,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.bug.Bug_for_cnhans.test_0,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.bug.Bug_for_cnhans.test_format,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.bug.Bug_for_cnhans.test_iso_format,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.bug.Bug_for_cnhans.test_toJavaObject,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.bug.Bug_for_issue_331.test_for_issue,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.bug.Bug_for_issue_331.test_for_issue,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.bug.Bug_for_issue_447.test_for_issue,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.date.DateFieldTest9.test_cn_1,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.date.DateFieldTest9.test_cn,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.date.DateFieldTest9.test_cn_2,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.date.DateFieldTest9.test_cn_3,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.date.DateFieldTest9.test_cn_4,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.date.DateFieldTest9.test_de,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.date.DateFieldTest9.test_in,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.date.DateFieldTest9.test_kr_1,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.date.DateFieldTest9.test_kr_2,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.date.DateFieldTest9.test_kr_3,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.date.DateFieldTest9.test_kr_4,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.date.DateFieldTest9.test_tw,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.parser.DefaultExtJSONParser_parseArray.test_8,brittle,com.alibaba.json.bvt.parser.deser.TimeDeserializerTest.test_time,https://github.com/alibaba/fastjson/pull/3291
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.date.DateFieldTest4.test_codec,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.date.DateFieldTest4.test_codec_asm,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.date.DateFieldTest4.test_codec_no_asm,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.date.DateFieldTest4.test_codec_null_1,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.date.DateFieldTest4.test_codec_null_asm,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.jdk8.LocalTimeTest.test_for_issue,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.jdk8.LocalTimeTest.test_for_issue,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.jdk8.LocalTimeTest.test_for_long,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.parser.DateParserTest_sql_timestamp.test_date_1,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.parser.DateParserTest_sql_timestamp.test_date_2,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.parser.DateParserTest_sql_timestamp.test_date_3,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.parser.DateParserTest_sql_timestamp.test_date_4,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.parser.DefaultJSONParserTest_date.test_date,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.parser.DefaultJSONParserTest_date.test_date3,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.parser.DefaultJSONParserTest_date.test_date4,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.parser.DefaultJSONParserTest_date.test_dateFormat,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.parser.deser.date.DateParseTest5.test_date,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.parser.deser.date.DateParseTest6.test_date,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.parser.deser.date.DateTest.test,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest4_indian.test_date,brittle,com.alibaba.json.bvt.parser.deser.date.DateTest.test_reader,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.bug.Bug_for_cnhans.test_0,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.bug.Bug_for_cnhans.test_format,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.bug.Bug_for_cnhans.test_iso_format,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.bug.Bug_for_cnhans.test_toJavaObject,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.date.DateFieldTest6.test_0,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.date.DateFieldTest7.test_0,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.parser.deser.date.DateParseTest5.test_date,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.parser.deser.date.DateParseTest6.test_date,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.parser.deser.date.DateTest.test,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.parser.deser.date.DateTest.test,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.serializer.date.DateTest.test_0,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.serializer.date.DateTest.test_1,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.serializer.date.DateTest.test_2,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.serializer.date.DateTest.test_3,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.serializer.date.DateTest.test_4,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.serializer.date.DateTest.test_5,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.serializer.date.DateTest.test_6,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.serializer.date.DateTest.test_7,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.serializer.date.DateTest.test_8,https://github.com/alibaba/fastjson/pull/2148
alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.serializer.date.DateTest5_iso8601.test_date,brittle,com.alibaba.json.bvt.serializer.date.DateTest.test_9,https://github.com/alibaba/fastjson/pull/2148
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.StickyTest.testMethodStickyNoCheck,victim,org.apache.dubbo.rpc.cluster.StickyTest.testMethodStickyForceCheck,https://github.com/apache/dubbo/pull/2807
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.StickyTest.testStickyNoCheck,victim,org.apache.dubbo.rpc.cluster.StickyTest.testStickyForceCheck,https://github.com/apache/dubbo/pull/2807
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-api,org.apache.dubbo.rpc.proxy.javassist.JavassistProxyFactoryTest.testGetInvoker,victim,org.apache.dubbo.rpc.RpcContextTest.testAsync,https://github.com/apache/dubbo/pull/6314
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-api,org.apache.dubbo.rpc.proxy.jdk.JdkProxyFactoryTest.testGetInvoker,victim,org.apache.dubbo.rpc.RpcContextTest.testAsync,https://github.com/apache/dubbo/pull/6314
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.DubboProtocolTest.testDubboProtocolWithMina,brittle,org.apache.dubbo.rpc.protocol.dubbo.DubboProtocolTest.testDubboProtocol,https://github.com/apache/dubbo/pull/2797
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.DubboProtocolTest.testDubboProtocolWithMina,brittle,org.apache.dubbo.rpc.protocol.dubbo.DubboProtocolTest.testDubboProtocolMultiService,https://github.com/apache/dubbo/pull/2797
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,victim,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_counter_error,https://github.com/apache/dubbo/pull/2755
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,victim,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_multi_destory,https://github.com/apache/dubbo/pull/2755
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,victim,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_not_share_connect,https://github.com/apache/dubbo/pull/2755
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,victim,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,https://github.com/apache/dubbo/pull/2755
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.PortTelnetHandlerTest.testListAllPort,victim,org.apache.dubbo.rpc.protocol.dubbo.DubboLazyConnectTest.testSticky4,https://github.com/apache/dubbo/pull/2906
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.PortTelnetHandlerTest.testListAllPort,victim,org.apache.dubbo.rpc.protocol.dubbo.DubboLazyConnectTest.testSticky4,https://github.com/apache/dubbo/pull/2906
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.PortTelnetHandlerTest.testListAllPort,victim,org.apache.dubbo.rpc.protocol.dubbo.DubboProtocolTest.testDemoProtocol,https://github.com/apache/dubbo/pull/2906
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.PortTelnetHandlerTest.testListAllPort,victim,org.apache.dubbo.rpc.protocol.dubbo.DubboProtocolTest.testNonSerializedParameter,https://github.com/apache/dubbo/pull/2906
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.PortTelnetHandlerTest.testListAllPort,victim,org.apache.dubbo.rpc.protocol.dubbo.DubboProtocolTest.testPerm,https://github.com/apache/dubbo/pull/2906
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.PortTelnetHandlerTest.testListAllPort,victim,org.apache.dubbo.rpc.protocol.dubbo.DubboProtocolTest.testReturnNonSerialized,https://github.com/apache/dubbo/pull/2906
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.PortTelnetHandlerTest.testListAllPort,victim,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_counter_error,https://github.com/apache/dubbo/pull/2906
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.PortTelnetHandlerTest.testListAllPort,victim,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_multi_destory,https://github.com/apache/dubbo/pull/2906
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.PortTelnetHandlerTest.testListAllPort,victim,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_not_share_connect,https://github.com/apache/dubbo/pull/2906
apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.PortTelnetHandlerTest.testListAllPort,victim,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,https://github.com/apache/dubbo/pull/2906
