Issue Key,Title,Link,Labels,Project ID,Project Key,Project Name,Status,Resolution,GitHub Project Link
IGNITE-20228,Fix flaky test KillCommandsControlShTest,https://issues.apache.org/jira/browse/IGNITE-20228,ise,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
SPARK-44557,Flaky PIP packaging test,https://issues.apache.org/jira/browse/SPARK-44557,,12315420,SPARK,Spark,Resolved,Fixed,https://github.com/apache/spark
OAK-10406,document-store: NodeDocumentSweeperIT.recoveryWithSweepNodeAdded flaky,https://issues.apache.org/jira/browse/OAK-10406,,12313221,OAK,Jackrabbit Oak,In Progress,,https://github.com/apache/jackrabbit oak
IGNITE-20180,Fix flaky ItTablePersistenceTest#testSnapshot,https://issues.apache.org/jira/browse/IGNITE-20180,ignite-3,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
CASSANDRA-18769,Fix flaky test: org.apache.cassandra.cql3.MemtableSizeTest.testTruncationReleasesLogSpace,https://issues.apache.org/jira/browse/CASSANDRA-18769,,12310865,CASSANDRA,Cassandra,Resolved,Duplicate,https://github.com/apache/cassandra
IGNITE-19474,Sql. ExecutionServiceImplTest testCursorIsClosedAfterAllDataRead is flaky ,https://issues.apache.org/jira/browse/IGNITE-19474,ignite-3,12315922,IGNITE,Ignite,Open,,https://github.com/apache/ignite
HUDI-6178,Fix flaky test testHoodieIndexer,https://issues.apache.org/jira/browse/HUDI-6178,,12322822,HUDI,Apache Hudi,Open,,https://github.com/apache/apache hudi
HUDI-6177,Check flaky test testRunHoodieJavaAppOnMultiPartitionKeysMORTable,https://issues.apache.org/jira/browse/HUDI-6177,,12322822,HUDI,Apache Hudi,Open,,https://github.com/apache/apache hudi
HUDI-6176,Fix flaky test testArchivalWithMultiWriters,https://issues.apache.org/jira/browse/HUDI-6176,,12322822,HUDI,Apache Hudi,Closed,Fixed,https://github.com/apache/apache hudi
HUDI-6175,Check flaky test testMergeOnReadInputFormatBaseFileOnlyIterator,https://issues.apache.org/jira/browse/HUDI-6175,,12322822,HUDI,Apache Hudi,Open,,https://github.com/apache/apache hudi
HUDI-6174,Fix flaky test testCleanerDeleteReplacedDataWithArchive,https://issues.apache.org/jira/browse/HUDI-6174,pull-request-available,12322822,HUDI,Apache Hudi,Closed,Done,https://github.com/apache/apache hudi
FLINK-31920,Flaky Kubernetes operator tests ,https://issues.apache.org/jira/browse/FLINK-31920,,12315522,FLINK,Flink,Open,,https://github.com/apache/flink
HDFS-17038,TestDirectoryScanner.testThrottle() is still a little flaky,https://issues.apache.org/jira/browse/HDFS-17038,,12310942,HDFS,Hadoop HDFS,Open,,https://github.com/apache/hadoop hdfs
KAFKA-14956,Flaky test org.apache.kafka.connect.integration.OffsetsApiIntegrationTest#testGetSinkConnectorOffsetsDifferentKafkaClusterTargeted,https://issues.apache.org/jira/browse/KAFKA-14956,flaky-test,12311720,KAFKA,Kafka,Reopened,,https://github.com/apache/kafka
IGNITE-19526,Fix flaky org.apache.ignite.internal.rest.deployment.DeploymentManagementControllerTest#testDeploySuccessful,https://issues.apache.org/jira/browse/IGNITE-19526,ignite-3,12315922,IGNITE,Ignite,Resolved,Duplicate,https://github.com/apache/ignite
IGNITE-19525,Disable flaky org.apache.ignite.internal.rest.deployment.DeploymentManagementControllerTest#testDeploySuccessful,https://issues.apache.org/jira/browse/IGNITE-19525,ignite-3,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
SPARK-43434,Disable flaky doctest `pyspark.sql.connect.dataframe.DataFrame.writeStream`,https://issues.apache.org/jira/browse/SPARK-43434,,12315420,SPARK,Spark,Resolved,Fixed,https://github.com/apache/spark
YUNIKORN-1811,Flaky tests TestPlaceholderSmallerThanReal and TestPlaceholderSmallerMulti,https://issues.apache.org/jira/browse/YUNIKORN-1811,pull-request-available,12323620,YUNIKORN,Apache YuniKorn,Closed,Fixed,https://github.com/apache/apache yunikorn
IGNITE-19607,Flaky test fix - testStreamingIntoInMemoryDoesntAffectSnapshot(),https://issues.apache.org/jira/browse/IGNITE-19607,,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
KAFKA-14938,Flaky test org.apache.kafka.connect.integration.ExactlyOnceSourceIntegrationTest#testConnectorBoundary,https://issues.apache.org/jira/browse/KAFKA-14938,,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
IGNITE-21282,Fix flaky ItComputeTestEmbedded#cancelsJobLocally,https://issues.apache.org/jira/browse/IGNITE-21282,ignite-3,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
CASSANDRA-19204,Fix flaky test: org.apache.cassandra.db.compaction.CompactionsCQLTest.testIndexedReaderRT,https://issues.apache.org/jira/browse/CASSANDRA-19204,,12310865,CASSANDRA,Cassandra,Open,,https://github.com/apache/cassandra
HIVE-27974,Fix flaky test - TestReplicationMetricCollector.testSuccessStageFailure,https://issues.apache.org/jira/browse/HIVE-27974,pull-request-available,12310843,HIVE,Hive,Resolved,Fixed,https://github.com/apache/hive
SPARK-46592,OracleIntegrationSuite is flaky because of ORA-04021,https://issues.apache.org/jira/browse/SPARK-46592,pull-request-available,12315420,SPARK,Spark,Resolved,Fixed,https://github.com/apache/spark
IGNITE-19281,Fix flaky SnapshotMXBeanTest#testStatus,https://issues.apache.org/jira/browse/IGNITE-19281,ise,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
HDDS-8388,Flaky compile (17): ConcurrentModificationException,https://issues.apache.org/jira/browse/HDDS-8388,,12321922,HDDS,Apache Ozone,Resolved,Duplicate,https://github.com/apache/apache ozone
IGNITE-9584,.NET DataStorageMetricsTest is flaky in master,https://issues.apache.org/jira/browse/IGNITE-9584,MakeTeamcityGreenAgain,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
MESOS-9216,SchedulerTest.SchedulerFailover is flaky and times out.,https://issues.apache.org/jira/browse/MESOS-9216,"flaky, test",12311242,MESOS,Mesos,Open,,https://github.com/apache/mesos
GEODE-5663,Flaky: LoginHandlerInterceptorJUnitTest.testHandlerInterceptorThreadSafety intermittent failures,https://issues.apache.org/jira/browse/GEODE-5663,"flaky, swat",12318420,GEODE,Geode,Resolved,Duplicate,https://github.com/apache/geode
IGNITE-9636,CacheBaselineTopologyTest#testClusterActiveWhileBaselineChanging is flaky in master,https://issues.apache.org/jira/browse/IGNITE-9636,MakeTeamcityGreenAgain,12315922,IGNITE,Ignite,Open,,https://github.com/apache/ignite
SPARK-25288,Kafka transaction tests are flaky,https://issues.apache.org/jira/browse/SPARK-25288,,12315420,SPARK,Spark,Resolved,Fixed,https://github.com/apache/spark
OOZIE-3352,[tests] TestCallableQueueService#testPriorityExecutionOrder() is flaky,https://issues.apache.org/jira/browse/OOZIE-3352,,12311620,OOZIE,Oozie,Closed,Fixed,https://github.com/apache/oozie
MESOS-9245,ContentType/AgentResourceProviderConfigApiTest.ROOT_IdempotentUpdate/0 is flaky,https://issues.apache.org/jira/browse/MESOS-9245,"flaky, flaky-test, storage",12311242,MESOS,Mesos,Resolved,Cannot Reproduce,https://github.com/apache/mesos
GEODE-5655,Flaky: org.apache.geode.session.tests.Jetty9Test.containersShouldShareDataRemovals fails intermittently,https://issues.apache.org/jira/browse/GEODE-5655,"Flaky, swat",12318420,GEODE,Geode,Resolved,Duplicate,https://github.com/apache/geode
SAMZA-1865,Flaky test: TestZkLocalApplicationRunner shouldReElectLeaderWhenLeaderDies,https://issues.apache.org/jira/browse/SAMZA-1865,,12314526,SAMZA,Samza,Open,,https://github.com/apache/samza
SAMZA-1862,Flaky test: TestStreamProcessor testStreamProcessorWithAsyncStreamTaskFactory,https://issues.apache.org/jira/browse/SAMZA-1862,,12314526,SAMZA,Samza,Open,,https://github.com/apache/samza
SAMZA-1864,Flaky test: TestZkLocalApplicationRunner testRollingUpgradeOfStreamApplicationsShouldGenerateSameJobModel,https://issues.apache.org/jira/browse/SAMZA-1864,,12314526,SAMZA,Samza,Open,,https://github.com/apache/samza
SAMZA-1863,Flaky test: TestZkLocalApplicationRunner shouldStopNewProcessorsJoiningGroupWhenNumContainersIsGreaterThanNumTasks,https://issues.apache.org/jira/browse/SAMZA-1863,,12314526,SAMZA,Samza,Open,,https://github.com/apache/samza
KUDU-2558,TestCreateMinidumpOnCrash scenario is flaky in TSAN,https://issues.apache.org/jira/browse/KUDU-2558,,12319523,KUDU,Kudu,Resolved,Cannot Reproduce,https://github.com/apache/kudu
OOZIE-3271,Flaky tests in TestCoordInputLogicPush class,https://issues.apache.org/jira/browse/OOZIE-3271,,12311620,OOZIE,Oozie,Open,,https://github.com/apache/oozie
OOZIE-3259,Flaky test TestZKUtilsWithSecurity#testNewUsingACLs,https://issues.apache.org/jira/browse/OOZIE-3259,,12311620,OOZIE,Oozie,Open,,https://github.com/apache/oozie
HIVE-19759,Flaky test: TestRpc#testServerPort,https://issues.apache.org/jira/browse/HIVE-19759,,12310843,HIVE,Hive,Closed,Fixed,https://github.com/apache/hive
HIVE-19683,Flaky tests output TestTezPerfCliDriver,https://issues.apache.org/jira/browse/HIVE-19683,,12310843,HIVE,Hive,Open,,https://github.com/apache/hive
OOZIE-3253,Flaky test TestStatusTransitService#testCoordStatusTransitWithLock,https://issues.apache.org/jira/browse/OOZIE-3253,,12311620,OOZIE,Oozie,Closed,Fixed,https://github.com/apache/oozie
HIVE-19573,Fix flaky TestMiniLlapLocalCliDriver#explainuser_4.q,https://issues.apache.org/jira/browse/HIVE-19573,,12310843,HIVE,Hive,Closed,Fixed,https://github.com/apache/hive
KUDU-2430,Flaky test security-itest,https://issues.apache.org/jira/browse/KUDU-2430,,12319523,KUDU,Kudu,Resolved,Cannot Reproduce,https://github.com/apache/kudu
OOZIE-3241,Flaky test TestRecoveryService#testCoordActionRecoveryServiceForWaitingRegisterPartition,https://issues.apache.org/jira/browse/OOZIE-3241,,12311620,OOZIE,Oozie,Closed,Fixed,https://github.com/apache/oozie
OOZIE-3239,Flaky test TestJMSAccessorService#testConnectionRetryExceptionListener,https://issues.apache.org/jira/browse/OOZIE-3239,,12311620,OOZIE,Oozie,Closed,Fixed,https://github.com/apache/oozie
ARROW-2552,[Plasma] Unit tests are flaky,https://issues.apache.org/jira/browse/ARROW-2552,pull-request-available,12319525,ARROW,Apache Arrow,Closed,Fixed,https://github.com/apache/apache arrow
OOZIE-3269,Flaky tests in TestCoordMaterializeTriggerService class,https://issues.apache.org/jira/browse/OOZIE-3269,,12311620,OOZIE,Oozie,Closed,Fixed,https://github.com/apache/oozie
MESOS-8897,ROOT_XFS_QuotaTest.DiskUsageExceedsQuotaWithKill is flaky,https://issues.apache.org/jira/browse/MESOS-8897,,12311242,MESOS,Mesos,Resolved,Fixed,https://github.com/apache/mesos
HIVE-19608,disable flaky tests 2,https://issues.apache.org/jira/browse/HIVE-19608,,12310843,HIVE,Hive,Closed,Fixed,https://github.com/apache/hive
HIVE-19198,Few flaky hcatalog tests,https://issues.apache.org/jira/browse/HIVE-19198,,12310843,HIVE,Hive,Closed,Fixed,https://github.com/apache/hive
MESOS-8796,Some GroupTest.* are flaky on Mac.,https://issues.apache.org/jira/browse/MESOS-8796,"flaky, flaky-test, foundations, zookeeper",12311242,MESOS,Mesos,Accepted,,https://github.com/apache/mesos
IMPALA-6960,TestMtDopParquet.test_parquet_filtering flaky,https://issues.apache.org/jira/browse/IMPALA-6960,flaky,12321021,IMPALA,IMPALA,Resolved,Duplicate,https://github.com/apache/impala
KAFKA-6824,Flaky Test DynamicBrokerReconfigurationTest#testAddRemoveSslListener,https://issues.apache.org/jira/browse/KAFKA-6824,flaky-test,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
GEODE-5163,Tests extending PulseAcceptanceTestBase are flaky,https://issues.apache.org/jira/browse/GEODE-5163,,12318420,GEODE,Geode,Resolved,Won't Fix,https://github.com/apache/geode
SPARK-24123,Fix a flaky test `DateTimeUtilsSuite.monthsBetween`,https://issues.apache.org/jira/browse/SPARK-24123,,12315420,SPARK,Spark,Resolved,Fixed,https://github.com/apache/spark
IGNITE-8650,ZookeeperDiscovery testClientReconnectMultinode is flaky in master,https://issues.apache.org/jira/browse/IGNITE-8650,MakeTeamcityGreenAgain,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
SPARK-23962,Flaky tests from SQLMetricsTestUtils.currentExecutionIds,https://issues.apache.org/jira/browse/SPARK-23962,,12315420,SPARK,Spark,Resolved,Fixed,https://github.com/apache/spark
STORM-3167,Flaky test in metrics_test.clj,https://issues.apache.org/jira/browse/STORM-3167,pull-request-available,12314820,STORM,Apache Storm,Resolved,Fixed,https://github.com/apache/apache storm
GEODE-5494,Flaky test DiskSpaceLimitIntegrationTest > aboveZeroDeletesPreviousFiles,https://issues.apache.org/jira/browse/GEODE-5494,,12318420,GEODE,Geode,Resolved,Duplicate,https://github.com/apache/geode
GEODE-5482,Flaky test LocatorConnectionDUnitTest > testInvalidOperationReturnsFailure,https://issues.apache.org/jira/browse/GEODE-5482,flaky,12318420,GEODE,Geode,Resolved,Duplicate,https://github.com/apache/geode
IGNITE-9098,IgniteCacheClientReconnectTest.testClientReconnectOnExchangeHistoryExhaustion is flaky after IGNITE-8998,https://issues.apache.org/jira/browse/IGNITE-9098,MakeTeamcityGreenAgain,12315922,IGNITE,Ignite,Resolved,Cannot Reproduce,https://github.com/apache/ignite
HIVE-20384,Fix flakiness of erasure_commands.q,https://issues.apache.org/jira/browse/HIVE-20384,,12310843,HIVE,Hive,Closed,Fixed,https://github.com/apache/hive
SPARK-25163,Flaky test: o.a.s.util.collection.ExternalAppendOnlyMapSuite.spilling with compression,https://issues.apache.org/jira/browse/SPARK-25163,,12315420,SPARK,Spark,Resolved,Fixed,https://github.com/apache/spark
GEODE-5552,Flaky test ConnectCommandWithSSLTest > connectWithJmxSSL,https://issues.apache.org/jira/browse/GEODE-5552,"flaky, swat",12318420,GEODE,Geode,Resolved,Fixed,https://github.com/apache/geode
HBASE-20982, [branch-1] TestExportSnapshot and TestSecureExportSnapshot are flaky,https://issues.apache.org/jira/browse/HBASE-20982,,12310753,HBASE,HBase,Open,,https://github.com/apache/hbase
MXNET-239,Flaky test_operator.test_correlation,https://issues.apache.org/jira/browse/MXNET-239,,12321623,MXNET,Apache MXNet (Retired),Done,Fixed,https://github.com/apache/apache mxnet (retired)
SPARK-23804,"Flaky test: SparkSubmitSuite ""repositories""",https://issues.apache.org/jira/browse/SPARK-23804,,12315420,SPARK,Spark,Resolved,Duplicate,https://github.com/apache/spark
MXNET-236,Flaky test_random.test_shuffle,https://issues.apache.org/jira/browse/MXNET-236,,12321623,MXNET,Apache MXNet (Retired),To Do,,https://github.com/apache/apache mxnet (retired)
KAFKA-10854,Fix flaky kafka.network.SocketServerTest.testConnectionRatePerIp test,https://issues.apache.org/jira/browse/KAFKA-10854,,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
IGNITE-14802,Flaky test ConnectionManagerTest#testReuseIncomingConnection,https://issues.apache.org/jira/browse/IGNITE-14802,ignite-3,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
KAFKA-13592,Fix flaky test ControllerIntegrationTest.testTopicIdUpgradeAfterReassigningPartitions,https://issues.apache.org/jira/browse/KAFKA-13592,,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
KAFKA-13591,Fix flaky test ControllerIntegrationTest.testTopicIdCreatedOnUpgrade,https://issues.apache.org/jira/browse/KAFKA-13591,,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
KAFKA-13585,Fix `kafka.server.ReplicaManagerTest.testReplicaAlterLogDirsWithAndWithoutIds` flaky test,https://issues.apache.org/jira/browse/KAFKA-13585,,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
KAFKA-13584,Fix `kafka.network.SocketServerTest.testUnmuteChannelWithBufferedReceives` flaky test,https://issues.apache.org/jira/browse/KAFKA-13584,,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
KAFKA-13583,Fix FetchRequestBetweenDifferentIbpTest flaky tests,https://issues.apache.org/jira/browse/KAFKA-13583,,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
SPARK-37985,Fix flaky test SPARK-37578,https://issues.apache.org/jira/browse/SPARK-37985,,12315420,SPARK,Spark,Resolved,Fixed,https://github.com/apache/spark
IGNITE-15069,Fix flaky test: GridCommandHandlerTest.testSetState,https://issues.apache.org/jira/browse/IGNITE-15069,,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
CASSANDRA-16250,LongSharedExecutorPoolTest.testPromptnessOfExecution burn test is flaky,https://issues.apache.org/jira/browse/CASSANDRA-16250,,12310865,CASSANDRA,Cassandra,Resolved,Duplicate,https://github.com/apache/cassandra
HDFS-16002,TestJournalNodeRespectsBindHostKeys#testHttpsBindHostKey very flaky,https://issues.apache.org/jira/browse/HDFS-16002,,12310942,HDFS,Hadoop HDFS,Resolved,Duplicate,https://github.com/apache/hadoop hdfs
IGNITE-14660,Flaky test GridSubqueryJoinOptimizerSelfTest#testOptimizationAppliedToUnion,https://issues.apache.org/jira/browse/IGNITE-14660,,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
SPARK-33666,Fix Flaky Test: HiveThriftHttpServerSuite,https://issues.apache.org/jira/browse/SPARK-33666,,12315420,SPARK,Spark,In Progress,,https://github.com/apache/spark
HDFS-15691,Fix flaky test TestServerWebApp.getHomeDir,https://issues.apache.org/jira/browse/HDFS-15691,pull-request-available,12310942,HDFS,Hadoop HDFS,Resolved,Not A Bug,https://github.com/apache/hadoop hdfs
KAFKA-10754,Fix flaky shouldShutdownSingleThreadApplication test,https://issues.apache.org/jira/browse/KAFKA-10754,,12311720,KAFKA,Kafka,Closed,Fixed,https://github.com/apache/kafka
YARN-10515,Fix flaky test TestCapacitySchedulerAutoQueueCreation.testDynamicAutoQueueCreationWithTags,https://issues.apache.org/jira/browse/YARN-10515,,12313722,YARN,Hadoop YARN,Resolved,Fixed,https://github.com/apache/hadoop yarn
HBASE-25897,TestRetainAssignmentOnRestart is flaky after HBASE-25032,https://issues.apache.org/jira/browse/HBASE-25897,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
KAFKA-8458,Flaky Test AdminClientIntegrationTest#testElectPreferredLeaders,https://issues.apache.org/jira/browse/KAFKA-8458,flaky-test,12311720,KAFKA,Kafka,Open,,https://github.com/apache/kafka
KAFKA-8460,Flaky Test  PlaintextConsumerTest#testLowMaxFetchSizeForRequestAndPartition,https://issues.apache.org/jira/browse/KAFKA-8460,,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
CAMEL-13639,camel-pulsar build is flaky,https://issues.apache.org/jira/browse/CAMEL-13639,,12311211,CAMEL,Camel,Resolved,Fixed,https://github.com/apache/camel
KAFKA-8757,Flaky Test SaslSslAdminClientIntegrationTest#testIncrementalAlterConfigsForLog4jLogLevelsCanResetLoggerToCurrentRoot,https://issues.apache.org/jira/browse/KAFKA-8757,flaky-test,12311720,KAFKA,Kafka,Open,,https://github.com/apache/kafka
KAFKA-8756,Flaky Test SaslSslAdminClientIntegrationTest#testIncrementalAlterConfigsForLog4jLogLevels,https://issues.apache.org/jira/browse/KAFKA-8756,flaky-test,12311720,KAFKA,Kafka,Open,,https://github.com/apache/kafka
KAFKA-8728,Flaky Test KTableSourceTopicRestartIntegrationTest #shouldRestoreAndProgressWhenTopicWrittenToDuringRestorationWithEosDisabled,https://issues.apache.org/jira/browse/KAFKA-8728,flaky-test,12311720,KAFKA,Kafka,Resolved,Cannot Reproduce,https://github.com/apache/kafka
KAFKA-8800,Flaky Test SaslScramSslEndToEndAuthorizationTest#testNoDescribeProduceOrConsumeWithoutTopicDescribeAcl,https://issues.apache.org/jira/browse/KAFKA-8800,flaky-test,12311720,KAFKA,Kafka,Resolved,Duplicate,https://github.com/apache/kafka
KAFKA-8723,flaky test LeaderElectionCommandTest#testAllTopicPartition,https://issues.apache.org/jira/browse/KAFKA-8723,,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
KAFKA-8440,Flaky Test KStreamAggregationIntegrationTest#shouldReduceSessionWindows,https://issues.apache.org/jira/browse/KAFKA-8440,flaky-test,12311720,KAFKA,Kafka,Resolved,Invalid,https://github.com/apache/kafka
KAFKA-8441,Flaky Test RegexSourceIntegrationTest#testRegexMatchesTopicsAWhenCreated,https://issues.apache.org/jira/browse/KAFKA-8441,flaky-test,12311720,KAFKA,Kafka,Resolved,Invalid,https://github.com/apache/kafka
KAFKA-8781,Flaky Test TopicCommandWithAdminClientTest#testDescribeReportOverriddenConfigs,https://issues.apache.org/jira/browse/KAFKA-8781,flaky-test,12311720,KAFKA,Kafka,Open,,https://github.com/apache/kafka
MESOS-10021,CgroupsIsolatorTest.ROOT_CGROUPS_NestedContainerSpecificCgroupsMount  is flaky,https://issues.apache.org/jira/browse/MESOS-10021,"containerization, flaky, flaky-test",12311242,MESOS,Mesos,Open,,https://github.com/apache/mesos
KAFKA-9108,Flaky Test LogCleanerIntegrationTest#testMarksPartitionsAsOfflineAndPopulatesUncleanableMetrics,https://issues.apache.org/jira/browse/KAFKA-9108,flaky-test,12311720,KAFKA,Kafka,Open,,https://github.com/apache/kafka
OOZIE-3498,TestOozieCLI testRetryWithRetryCount and testRetryForTimeout is flaky,https://issues.apache.org/jira/browse/OOZIE-3498,,12311620,OOZIE,Oozie,Closed,Fixed,https://github.com/apache/oozie
HBASE-22486,Fix flaky test TestLockManager,https://issues.apache.org/jira/browse/HBASE-22486,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
KAFKA-8445,Flaky Test  UncleanLeaderElectionTest#testUncleanLeaderElectionDisabledByTopicOverride,https://issues.apache.org/jira/browse/KAFKA-8445,,12311720,KAFKA,Kafka,Resolved,Duplicate,https://github.com/apache/kafka
KAFKA-9176,Flaky test failure:  OptimizedKTableIntegrationTest.shouldApplyUpdatesToStandbyStore,https://issues.apache.org/jira/browse/KAFKA-9176,flaky-test,12311720,KAFKA,Kafka,Closed,Fixed,https://github.com/apache/kafka
MESOS-9765,Test `ROOT_CreateDestroyPersistentMountVolumeWithReboot` is flaky.,https://issues.apache.org/jira/browse/MESOS-9765,flaky-test,12311242,MESOS,Mesos,Resolved,Fixed,https://github.com/apache/mesos
KAFKA-8329,Flaky Test LogOffsetTest#testEmptyLogsGetOffsets,https://issues.apache.org/jira/browse/KAFKA-8329,flaky-test,12311720,KAFKA,Kafka,Open,,https://github.com/apache/kafka
KAFKA-8303,Flaky Test SaslSslAdminClientIntegrationTest#testLogStartOffsetCheckpoint,https://issues.apache.org/jira/browse/KAFKA-8303,flaky-test,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
SPARK-25204,rate source test is flaky,https://issues.apache.org/jira/browse/SPARK-25204,,12315420,SPARK,Spark,Resolved,Fixed,https://github.com/apache/spark
GEODE-5564,Flaky test ConcurrentIndexInitOnOverflowRegionDUnitTest > testIndexUpdateWithRegionClear,https://issues.apache.org/jira/browse/GEODE-5564,flaky,12318420,GEODE,Geode,Reopened,,https://github.com/apache/geode
GEODE-5603,Flaky test StopServerAcceptanceTest > cannotStopServerByNameWhenNotConnected,https://issues.apache.org/jira/browse/GEODE-5603,"flaky, swat",12318420,GEODE,Geode,Resolved,Duplicate,https://github.com/apache/geode
GEODE-5602,flaky test StopServerAcceptanceTest > canStopServerByNameWhenConnectedOverJmx,https://issues.apache.org/jira/browse/GEODE-5602,"flaky, swat",12318420,GEODE,Geode,Resolved,Fixed,https://github.com/apache/geode
GEODE-5549,Flaky test NonBlockingProcessStreamReaderIntegrationTest > processTerminatesWhenDestroyed,https://issues.apache.org/jira/browse/GEODE-5549,"flaky, pull-request-available, swat",12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
GEODE-5550,Flaky test ShorteningExpirationTimeRegressionTest > customEntryTimeToLiveCanBeShortened,https://issues.apache.org/jira/browse/GEODE-5550,"flaky, swat",12318420,GEODE,Geode,Resolved,Duplicate,https://github.com/apache/geode
IGNITE-9029,TcpDiscoverySpiMBeanTest flaky-fails in master,https://issues.apache.org/jira/browse/IGNITE-9029,MakeTeamcityGreenAgain,12315922,IGNITE,Ignite,Resolved,Fixed,https://github.com/apache/ignite
HBASE-21467,Fix flaky test TestCoprocessorClassLoader.testCleanupOldJars,https://issues.apache.org/jira/browse/HBASE-21467,,12310753,HBASE,HBase,Resolved,Fixed,https://github.com/apache/hbase
IMPALA-7246,TestMtDopParquet.test_parquet_filtering is flaky,https://issues.apache.org/jira/browse/IMPALA-7246,"broken-build, flaky",12321021,IMPALA,IMPALA,Resolved,Duplicate,https://github.com/apache/impala
STORM-3137,Flaky test in nimbus_test,https://issues.apache.org/jira/browse/STORM-3137,pull-request-available,12314820,STORM,Apache Storm,Resolved,Fixed,https://github.com/apache/apache storm
OOZIE-3295,Flaky test TestSLACalculatorMemory#testAddMultipleRestartRemoveMultipleInstrumentedCorrectly,https://issues.apache.org/jira/browse/OOZIE-3295,,12311620,OOZIE,Oozie,Closed,Fixed,https://github.com/apache/oozie
OOZIE-3288,Flaky test TestCoordActionInputCheckXCommand#testActionInputCheckLatestActionCreationTimeWithPushDependency,https://issues.apache.org/jira/browse/OOZIE-3288,,12311620,OOZIE,Oozie,Open,,https://github.com/apache/oozie
KAFKA-9966,Flaky Test EosBetaUpgradeIntegrationTest#shouldUpgradeFromEosAlphaToEosBeta,https://issues.apache.org/jira/browse/KAFKA-9966,flaky-test,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
SUBMARINE-491,Fix flaky dataIT test,https://issues.apache.org/jira/browse/SUBMARINE-491,,12322824,SUBMARINE,Apache Submarine,Resolved,Fixed,https://github.com/apache/apache submarine
KAFKA-9949,Flaky Test GlobalKTableIntegrationTest#shouldKStreamGlobalKTableLeftJoin,https://issues.apache.org/jira/browse/KAFKA-9949,flaky-test,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
CASSANDRA-15797,Fix flaky BinLogTest - org.apache.cassandra.utils.binlog.BinLogTest,https://issues.apache.org/jira/browse/CASSANDRA-15797,,12310865,CASSANDRA,Cassandra,Resolved,Fixed,https://github.com/apache/cassandra
HIVE-23319,multi_insert_partitioned is flaky,https://issues.apache.org/jira/browse/HIVE-23319,,12310843,HIVE,Hive,Closed,Fixed,https://github.com/apache/hive
KAFKA-10311,Flaky test KafkaAdminClientTest#testMetadataRetries,https://issues.apache.org/jira/browse/KAFKA-10311,,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
HUDI-1178,Test Flakiness in CI (ITTestHoodieSanity.testRunHoodieJavaAppOnSinglePartitionKeyCOWTable),https://issues.apache.org/jira/browse/HUDI-1178,,12322822,HUDI,Apache Hudi,Closed,Fixed,https://github.com/apache/apache hudi
IMPALA-10067,TestImpalaShell.test_large_sql is flaky,https://issues.apache.org/jira/browse/IMPALA-10067,,12321021,IMPALA,IMPALA,Closed,Duplicate,https://github.com/apache/impala
HDDS-4014,FLAKY-UT: TestCommitWatcher#testReleaseBuffersOnException,https://issues.apache.org/jira/browse/HDDS-4014,,12321922,HDDS,Apache Ozone,Resolved,Duplicate,https://github.com/apache/apache ozone
HDDS-4013,FLAKY-UT: TestWatchForCommit#testWatchForCommitForGroupMismatchException,https://issues.apache.org/jira/browse/HDDS-4013,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
